no.,menu_makanan,bahan_makanan,air (ml),energi (kal),protein,lemak_total,karbohidrat,serat,kalsium,fosfor,zat_besi,natrium,kalium,tembaga,seng,vit_c,price (100 gr),rasa ,class,meal_time
609,Bungkil kelapa,kelapa,16.0,368,23000,15000,40000.0,2000,137,433.0,41.5,10,100.0,0.1,0.5,0.0,6000,tawar,kacang,"breakfast, dinner, lunch"
610,Dodol banjarmasin,"tepung, gula, santan",17.3,368,2600,8600,70000.0,500,51,180.0,3.3,48,96.0,0.4,2.6,0.0,10000,manis,kacang,"breakfast, dinner, lunch"
611,Emping (kerupuk melinjo),melinjo,13.0,345,12000,1500,71500.0,1000,100,400.0,5.0,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
612,Emping komak,komak,14.2,355,17800,4600,60700.0,1000,87,304.0,4.3,24,1233.0,1.0,2.3,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
613,Enting-enting gepuk hello kity,"kacang tanah, gula",2.4,538,13600,30300,52600.0,200,81,248.0,1.6,10,100.0,0.1,0.5,0.0,12000,manis,kacang,"breakfast, dinner, lunch"
614,Enting-enting gepuk kacang tanah,"kacang tanah, gula",4.2,524,13300,29200,52000.0,200,76,248.0,1.4,10,100.0,0.1,0.5,0.0,12000,manis,kacang,"breakfast, dinner, lunch"
615,Enting-enting wijen,"wijen, gula",3.7,565,18200,38400,36800.0,1900,251,502.0,10.9,10,100.0,0.1,0.5,0.0,20000,manis,kacang,"breakfast, dinner, lunch"
616,Geplak,"kelapa, gula",29.6,350,1400,14400,53600.0,1800,151,43.0,2.1,10,100.0,0.1,0.5,0.0,9000,manis,kacang,"breakfast, dinner, lunch"
617,Geplak jahe,"kelapa, gula, jahe",12.4,462,3100,24400,57700.0,3300,212,161.0,6.6,10,100.0,0.1,0.5,0.0,10000,manis,kacang,"breakfast, dinner, lunch"
618,Kacang atom,"kacang tanah, tepung",3.1,533,27800,38100,28800.0,2500,87,423.0,3.0,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
619,Kacang goyang,"kacang tanah, gula",8.3,516,14700,31100,44400.0,1000,34,230.0,0.7,2,365.0,0.6,1.7,0.0,12000,manis,kacang,"breakfast, dinner, lunch"
620,Kacang negara,"kacang tanah, gula",3.1,480,18400,19100,58500.0,11700,34,404.0,10.3,1010,385.0,2.5,7.1,0.0,12000,manis,kacang,"breakfast, dinner, lunch"
621,Kacang sukro,"kacang tanah, tepung",4.7,484,8800,26100,57700.0,1800,49,194.0,2.5,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
622,Kacang tanah sari,"kacang tanah, gula",2.1,561,25500,43800,26000.0,2200,50,324.0,3.1,10,100.0,0.1,0.5,0.0,12000,manis,kacang,"breakfast, dinner, lunch"
623,Keju kacang tanah (peanut butter),"kacang tanah, minyak",3.0,590,27000,49000,20900.0,1600,60,360.0,2.0,355,492.4,0.57,2.7,0.0,15000,gurih,kacang,"breakfast, dinner, lunch"
624,Kembang tahu,"kedelai, air",10.8,380,48900,13800,23300.0,0,378,781.0,2.1,55,455.3,0.68,4.2,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
625,Kembang tahu rebus,"kedelai, air",79.8,90,10700,4000,4700.0,500,85,100.0,1.0,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
626,Keripik oncom,"oncom, tepung",3.0,598,8300,43800,42600.0,3300,85,153.0,27.0,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
627,Keripik tempe,"tempe, tepung",3.3,581,12100,40600,41700.0,2200,237,116.0,6.9,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
628,Keripik tempe abadi besar,"tempe, tepung",4.5,556,15800,37100,39800.0,3500,112,215.0,5.4,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
629,Keripik tempe abadi murni,"tempe, tepung",3.2,542,40300,42400,11600.0,2200,175,529.0,5.2,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
630,Keripik tempe abadi sedang,"tempe, tepung",4.4,510,12300,27900,52400.0,3600,122,211.0,8.4,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
631,Keripik tempe abadi telur,"tempe, telur, tepung",4.5,529,20800,31700,40200.0,3000,124,222.0,5.4,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
632,Kerupik tempe abadi prima,"tempe, tepung",4.8,540,16700,33900,42000.0,2200,92,184.0,3.2,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
633,Kwaci,biji bunga matahari,9.9,515,30600,42100,13800.0,13600,54,312.0,6.2,124,448.6,0.65,9.7,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
634,Melinjo emping tebal goreng manis,"melinjo, gula",5.6,439,10000,16400,65700.0,1000,66,225.0,1.0,10,100.0,0.1,0.5,0.0,12000,manis,kacang,"breakfast, dinner, lunch"
635,Melinjo emping tebal goreng asin,"melinjo, garam",8.0,431,11100,16200,63000.0,1000,77,200.0,1.0,10,100.0,0.1,0.5,0.0,12000,asin,kacang,"breakfast, dinner, lunch"
636,Melinjo emping tipis goreng,melinjo,3.3,485,11500,24500,59100.0,1000,85,218.0,1.0,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
637,Moon tahu,"kedelai, air",79.9,128,8000,10000,1300.0,200,205,92.0,2.5,393,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
638,Oncom,"kacang tanah, ragi",57.0,187,13000,6000,22600.0,2000,96,115.0,27.0,10,100.0,0.1,0.5,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
639,Oncom ampas kacang hijau,"kacang hijau, ragi",13.4,376,14900,6000,65700.0,12300,199,110.0,10.9,10,100.0,0.1,0.5,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
640,Oncom kacang hijau + singkong,"kacang hijau, singkong",16.5,351,11000,5300,65900.0,9000,164,113.0,7.8,10,100.0,0.1,0.5,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
641,Oncom kacang tanah pepes,"kacang tanah, ragi",65.0,132,12700,3800,13700.0,3100,133,355.0,34.4,10,100.0,0.1,0.5,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
642,Rempeyek kacang tanah,"kacang tanah, tepung",3.9,513,17500,32500,44300.0,1700,65,202.0,2.6,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
643,Rempeyek kacang tolo,"kacang tolo, tepung",6.1,451,11200,20200,59700.0,1800,156,221.0,4.6,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
644,Rempeyek kacang uci,"kacang uci, tepung",4.0,497,17000,27600,50800.0,2400,166,89.0,6.7,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
645,Sayur lebui,"lebui, sayur",83.9,64,2100,600,12500.0,5700,21,2.0,1.0,124,146.0,0.2,0.7,0.0,8000,gurih,kacang,"breakfast, dinner, lunch"
646,Saridele bubuk,"kedelai, bumbu",3.0,344,30000,20000,43000.0,6200,450,500.0,4.0,56,2572.3,2.99,4.0,10.0,14000,gurih,kacang,"breakfast, dinner, lunch"
647,Susu kedelai,"kedelai, air",87.0,41,3500,2500,5000.0,200,50,45.0,0.7,128,287.9,0.12,1.0,2.0,8000,gurih,kacang,"breakfast, dinner, lunch"
648,Tahu goreng,"kedelai, minyak",77.3,115,9700,8500,2500.0,100,229,200.0,4.1,7,68.2,0.09,1.3,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
649,Tahu telur,"kedelai, telur",41.8,328,12600,19900,24600.0,400,492,238.0,4.9,755,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
650,Takwa,"kedelai, air",72.2,148,13800,8500,4000.0,0,140,214.0,8.5,3,79.0,0.3,1.3,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
651,Tauco,"kedelai, garam",54.0,184,11400,5500,22200.0,1900,72,463.0,6.0,1766,233.0,0.39,1.0,0.0,13000,asin,kacang,"breakfast, dinner, lunch"
652,Tauco cap beruang,"kedelai, garam",11.4,347,7400,5200,67600.0,3200,63,106.0,6.2,1000,100.0,0.1,0.5,0.0,13000,asin,kacang,"breakfast, dinner, lunch"
653,"Tauco cap DAS, cake","kedelai, garam",10.2,358,7500,4300,70400.0,3100,94,94.0,4.5,1000,100.0,0.1,0.5,0.0,13000,asin,kacang,"breakfast, dinner, lunch"
654,Tauco cap meong,"kedelai, garam",59.7,159,7400,4900,21300.0,1600,183,84.0,10.1,1547,204.1,0.34,0.9,0.0,13000,asin,kacang,"breakfast, dinner, lunch"
655,Tauji cap singa,"kedelai, garam",30.4,277,9100,4700,49600.0,1200,68,106.0,3.0,1000,100.0,0.1,0.5,0.0,13000,asin,kacang,"breakfast, dinner, lunch"
656,Tempe bongkrek,"kedelai, kelapa",72.5,119,4400,3500,18300.0,1000,27,100.0,2.6,10,100.0,0.1,0.5,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
657,Tempe gembus P3G,"kedelai, ampas tahu",81.9,73,5700,1300,10300.0,4200,204,80.0,1.5,10,100.0,0.1,0.5,0.0,9000,gurih,kacang,"breakfast, dinner, lunch"
658,Tempe gembus yogya,"kedelai, ampas tahu",80.7,76,6800,700,10600.0,5300,76,142.0,16.5,10,100.0,0.1,0.5,0.0,9000,gurih,kacang,"breakfast, dinner, lunch"
659,Tempe kacang babi,"kacang babi, ragi",64.0,139,12500,800,21900.0,1800,68,182.0,2.6,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
660,Tempe kacang belimbing,"kacang belimbing, ragi",58.2,212,17500,10000,12900.0,2900,186,160.0,2.2,10,100.0,0.1,0.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
661,Tempe kedelai + jagung,"kedelai, jagung, ragi",70.6,143,12000,5500,11400.0,1900,155,156.0,6.8,10,100.0,0.1,0.5,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
662,Tempe kedelai murni goreng,"kedelai, minyak",36.8,350,24500,26600,10400.0,4200,202,296.0,4.9,22,626.7,0.8,2.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
663,Tempe kedelai murni goreng,"kedelai, minyak",36.8,350,24500,26600,10400.0,4200,202,296.0,4.9,22,626.7,0.8,2.5,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
664,Tempe kedelai murni,"kedelai, ragi",55.3,201,20800,8800,13500.0,1400,155,326.0,4.0,9,234.0,0.57,1.7,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
665,Tempe koro benguk,"koro benguk, ragi",64.0,141,10200,1300,23200.0,1000,42,15.0,2.6,10,100.0,0.1,0.5,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
666,Tempe lamtoro,"lamtoro, ragi",66.8,128,10700,500,21300.0,7100,203,108.0,0.6,10,100.0,0.1,0.5,2.0,10000,gurih,kacang,"breakfast, dinner, lunch"
667,Tempe lamtoro var gung dengan kulit,"lamtoro, ragi",65.1,146,11700,2300,19600.0,7600,128,41.0,6.8,10,100.0,0.1,0.5,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
668,Tempe lamtoro var gung tanpa kulit,"lamtoro, ragi",67.1,131,18000,800,13000.0,1300,95,154.0,12.4,10,100.0,0.1,0.5,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
669,Tempe pasar,"kedelai, ragi",68.3,150,14000,7700,9100.0,1400,517,202.0,1.5,7,165.9,0.4,1.2,0.0,10000,gurih,kacang,"breakfast, dinner, lunch"
670,Tempe pasar goreng,"kedelai, minyak",42.9,336,20000,28000,7800.0,3400,156,350.0,3.0,20,566.2,0.8,2.2,0.0,12000,gurih,kacang,"breakfast, dinner, lunch"
671,Tepung hunkwe (patikacang ijo),kacang hijau,10.0,364,4500,1000,83500.0,16100,50,100.0,1.0,15,1232.9,0.93,2.7,0.0,12000,tawar,kacang,"breakfast, dinner, lunch"
672,Tepung Jalejo,jalejo (umbi),10.0,388,19000,7500,61200.0,5800,101,663.0,2.0,3,712.0,0.6,1.9,9.0,12000,tawar,kacang,"breakfast, dinner, lunch"
673,Tepung kacang kedelai,kedelai,9.0,347,35900,20600,29900.0,5800,195,544.0,8.4,52,2522.6,4.3,2.6,0.0,12000,tawar,kacang,"breakfast, dinner, lunch"
674,Balichong,"ikan, bumbu",59.9,152,13200,800,22900.0,1500,380,210.0,2.9,120,310.0,0.8,1.1,0.0,15000,gurih,bumbu,"breakfast, dinner, lunch"
675,Bekasam,"ikan, nasi, bumbu",65.5,116,11900,4900,6100.0,3500,704,757.0,7.5,711,176.0,0.8,1.9,0.0,15000,asam,bumbu,"breakfast, dinner, lunch"
676,Bekasang,"ikan, bumbu",67.1,78,11400,2000,3600.0,400,54,97.0,2.6,4016,121.0,0.2,4.8,0.0,15000,asin,bumbu,"breakfast, dinner, lunch"
677,Cuka,"air, asam asetat",94.5,21,100,100,5000.0,0,7,10.0,0.5,21,37.8,0.0,0.0,0.0,5000,asam,bumbu,"breakfast, dinner, lunch"
678,Kecap,"kedelai, gula, garam",63.0,71,5700,1300,9000.0,0,123,96.0,5.7,1114,100.0,0.04,0.1,0.0,12000,manis/asin,bumbu,"breakfast, dinner, lunch"
679,Petis ikan,"ikan, bumbu",56.0,165,20000,200,20800.0,1000,37,36.0,2.8,100,100.0,0.1,0.5,0.0,15000,asin,bumbu,"breakfast, dinner, lunch"
680,Petis udang kering,"udang, bumbu",8.3,345,23800,1400,59300.0,0,221,397.0,3.8,1199,462.8,0.75,1.9,0.0,20000,asin,bumbu,"breakfast, dinner, lunch"
681,Petis udang pasta,"udang, bumbu",39.0,220,15000,900,38000.0,2300,37,36.0,2.8,7981,307.9,0.5,1.3,0.0,20000,asin,bumbu,"breakfast, dinner, lunch"
682,Saos tomat,"tomat, gula, garam",69.5,110,2000,400,24500.0,900,12,18.0,0.8,890,129.6,0.18,0.3,11.0,10000,asam/manis,bumbu,"breakfast, dinner, lunch"
683,Tempoya,"durian, bumbu",70.1,110,1700,1300,21900.0,2600,190,45.0,2.9,597,486.3,0.1,0.5,0.0,12000,asam,bumbu,"breakfast, dinner, lunch"
684,Terasi,"udang/ikan, garam",33.8,155,22300,2900,9900.0,2700,3812,726.0,78.5,1664,821.4,0.99,2.4,0.0,20000,asin,bumbu,"breakfast, dinner, lunch"
685,Terasi dobo,"udang/ikan, garam",58.4,191,33100,3600,6600.0,1600,2250,1130.0,22.9,650,1260.0,2.9,5.0,0.0,20000,asin,bumbu,"breakfast, dinner, lunch"
686,Terasi merah,"udang/ikan, garam",40.0,174,30000,3500,5600.0,2200,100,150.0,3.1,7850,302.8,0.49,1.2,0.0,20000,asin,bumbu,"breakfast, dinner, lunch"
687,Kelapa muda,kelapa muda,95.5,17,200,100,3800.0,0,15,8.0,0.2,1,149.0,0.04,0.1,1.0,7000,segar,minuman,"breakfast, dinner, lunch"
688,Sirup,"gula, air, perisa",44.0,213,0,0,55000.0,0,0,0.0,0.0,3,4.2,0.0,0.0,0.0,8000,manis,minuman,"breakfast, dinner, lunch"
689,Sirup pirous,"gula, air, perisa",43.3,228,200,400,55900.0,0,470,93.0,29.5,3,4.2,0.0,0.0,8.0,8000,manis,minuman,"breakfast, dinner, lunch"
690,Teh hijau,daun teh hijau,7.7,300,28300,4800,53600.0,9600,245,415.0,18.9,60,5873.9,0.5,0.0,23.0,12000,pahit,minuman,"breakfast, dinner, lunch"
691,Teh hitam,daun teh hitam,8.0,293,24500,2800,58800.0,8700,327,313.0,24.3,50,5854.8,0.0,0.0,9.0,12000,pahit,minuman,"breakfast, dinner, lunch"
692,Teh melati,"daun teh, melati",8.1,299,24100,3500,59000.0,9700,320,185.0,31.6,70,5848.4,0.53,0.0,85.0,12000,pahit,minuman,"breakfast, dinner, lunch"
693,Nasi Jagung Daging Sapi,"Beras, Jagung muda rebus, Daging sapi",54.7,204,6700,700,33400.0,400,20,44.0,0.5,2,33.0,0.13,0.7,0.0,5000,gurih,seralia,"dinner, lunch"
694,Bubur Jali Ayam Kampung,"Jali, Daging ayam, Beras",61.0,160,4500,700,33000.0,400,18,36.0,0.4,2,32.0,0.12,0.6,0.0,4800,gurih,seralia,"breakfast, dinner, lunch"
695,Sate Domba Jawawut,"Daging domba, Jawawut",53.0,210,7000,1500,28000.0,300,23,48.0,0.9,5,38.0,0.14,0.8,0.0,7500,gurih,daging,"dinner, lunch"
696,Sup Ginjal Sapi Kentang,"Ginjal sapi, Kentang",60.0,130,4000,500,20000.0,700,19,35.0,0.7,4,35.0,0.11,0.7,0.0,6000,gurih,daging,"dinner, lunch"
697,Bubur Talas Ayam,"Talas, Daging ayam",70.0,120,3500,600,26000.0,800,20,30.0,0.6,2,28.0,0.11,0.5,0.0,4000,gurih,seralia,"breakfast, dinner, lunch"
698,Nasi Ubi Jalar Kambing,"Beras, Ubi jalar kuning, Daging kambing",62.0,170,5000,800,30000.0,500,21,40.0,0.6,2,29.0,0.12,0.6,0.0,5200,gurih,seralia,"dinner, lunch"
699,Sate Ayam Bengkuang,"Daging ayam, Bengkuang",55.0,120,5000,500,15000.0,400,12,22.0,0.5,2,18.0,0.1,0.5,0.0,7000,gurih,daging,"dinner, lunch"
700,Bubur Singkong Telur Bebek,"Singkong, Telur bebek",63.0,140,4500,500,28000.0,700,18,32.0,0.5,2,22.0,0.11,0.7,0.0,3500,gurih,seralia,"breakfast, dinner, lunch"
701,Gado-Gado Daun Kelor,"Daun kelor, Kentang, Telur ayam",70.0,90,3000,300,13000.0,1000,25,30.0,0.8,3,18.0,0.13,0.8,10.0,8000,gurih,sayur,"dinner, lunch"
702,Nasi Sagu Aren Daging Sapi,"Sagu aren, Beras, Daging sapi",58.0,170,5500,600,29000.0,400,18,35.0,0.5,2,27.0,0.12,0.6,0.0,4800,gurih,seralia,"dinner, lunch"
703,Sup Wortel Daging Ayam,"Wortel, Daging ayam",80.0,80,3000,400,12000.0,1200,16,22.0,0.5,2,16.0,0.1,0.5,8.0,4000,gurih,sayur,"dinner, lunch"
704,Semur Daging Kuda Kentang,"Daging kuda, Kentang",60.0,160,6000,700,22000.0,400,19,35.0,0.6,2,21.0,0.12,0.7,0.0,7000,gurih,daging,"dinner, lunch"
705,Nasi Batatas Gembili,"Beras, Batatas gembili",65.0,130,2500,300,26000.0,600,16,30.0,0.4,2,18.0,0.11,0.5,0.0,4000,gurih,seralia,"dinner, lunch"
706,Sate Daging Kelinci,"Daging kelinci, Beras",55.0,140,6000,600,20000.0,400,17,32.0,0.5,2,19.0,0.13,0.7,0.0,6500,gurih,daging,"dinner, lunch"
707,Bubur Talas Pontianak,"Talas pontianak, Beras",70.0,120,2500,300,24000.0,700,15,28.0,0.4,2,15.0,0.11,0.5,0.0,3500,gurih,seralia,breakfast
708,Gado-Gado Daun Singkong,"Daun singkong, Kentang, Telur ayam",70.0,90,3000,300,13000.0,1000,25,30.0,0.8,3,18.0,0.13,0.8,10.0,7000,gurih,sayur,"dinner, lunch"
709,Bubur Sagu Kasbi Telur Puyuh,"Sagu kasbi, Telur burung puyuh",65.0,120,4000,400,22000.0,600,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,seralia,breakfast
710,Sup Daun Katuk Daging Ayam,"Daun katuk, Daging ayam",75.0,80,4000,300,10000.0,1300,20,22.0,0.6,2,12.0,0.12,0.6,7.0,5000,gurih,sayur,"dinner, lunch"
711,Nasi Jampang Huma,"Beras, Jampang huma",62.0,120,2000,300,24000.0,600,15,28.0,0.4,2,15.0,0.11,0.5,0.0,4000,gurih,seralia,"dinner, lunch"
712,Bubur Arrowroot Telur Ayam,"Arrowroot, Telur ayam kampung",70.0,110,4000,300,20000.0,700,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,seralia,"breakfast, dinner, lunch"
713,Nasi Jagung Daging Sapi,"Beras, Jagung muda rebus, Daging sapi",54.7,210,6700,700,33400.0,400,20,44.0,0.5,2,33.0,0.13,0.7,0.0,5000,gurih,seralia,"dinner, lunch"
714,Bubur Jali Ayam Kampung,"Jali, Daging ayam, Beras",61.0,160,4500,700,33000.0,400,18,36.0,0.4,2,32.0,0.12,0.6,0.0,4800,gurih,seralia,"breakfast, dinner, lunch"
715,Sate Domba Jawawut,"Daging domba, Jawawut",53.0,210,7000,1500,28000.0,300,23,48.0,0.9,5,38.0,0.14,0.8,0.0,7500,gurih,daging,"dinner, lunch"
716,Sup Ginjal Sapi Kentang,"Ginjal sapi, Kentang",60.0,130,4000,500,20000.0,700,19,35.0,0.7,4,35.0,0.11,0.7,0.0,6000,gurih,daging,"dinner, lunch"
717,Bubur Talas Ayam,"Talas, Daging ayam",70.0,120,3500,600,26000.0,800,20,30.0,0.6,2,28.0,0.11,0.5,0.0,4000,gurih,seralia,"breakfast, dinner, lunch"
718,Nasi Ubi Jalar Kambing,"Beras, Ubi jalar kuning, Daging kambing",62.0,170,5000,800,30000.0,500,21,40.0,0.6,2,29.0,0.12,0.6,0.0,5200,gurih,seralia,"dinner, lunch"
719,Sate Ayam Bengkuang,"Daging ayam, Bengkuang",55.0,120,5000,500,15000.0,400,12,22.0,0.5,2,18.0,0.1,0.5,0.0,7000,gurih,daging,"dinner, lunch"
720,Bubur Singkong Telur Bebek,"Singkong, Telur bebek",63.0,140,4500,500,28000.0,700,18,32.0,0.5,2,22.0,0.11,0.7,0.0,3500,gurih,seralia,"breakfast, dinner, lunch"
721,Gado-Gado Daun Kelor,"Daun kelor, Kentang, Telur ayam",70.0,90,3000,300,13000.0,1000,25,30.0,0.8,3,18.0,0.13,0.8,10.0,8000,gurih,sayur,"dinner, lunch"
722,Nasi Sagu Aren Daging Sapi,"Sagu aren, Beras, Daging sapi",58.0,170,5500,600,29000.0,400,18,35.0,0.5,2,27.0,0.12,0.6,0.0,4800,gurih,seralia,"dinner, lunch"
723,Sup Wortel Daging Ayam,"Wortel, Daging ayam",80.0,80,3000,400,12000.0,1200,16,22.0,0.5,2,16.0,0.1,0.5,8.0,4000,gurih,sayur,"dinner, lunch"
724,Semur Daging Kuda Kentang,"Daging kuda, Kentang",60.0,160,6000,700,22000.0,400,19,35.0,0.6,2,21.0,0.12,0.7,0.0,7000,gurih,daging,"dinner, lunch"
725,Nasi Batatas Gembili,"Beras, Batatas gembili",65.0,130,2500,300,26000.0,600,16,30.0,0.4,2,18.0,0.11,0.5,0.0,4000,gurih,seralia,"dinner, lunch"
726,Sate Daging Kelinci,"Daging kelinci, Beras",55.0,140,6000,600,20000.0,400,17,32.0,0.5,2,19.0,0.13,0.7,0.0,6500,gurih,daging,"dinner, lunch"
727,Bubur Talas Pontianak,"Talas pontianak, Beras",70.0,120,2500,300,24000.0,700,15,28.0,0.4,2,15.0,0.11,0.5,0.0,3500,gurih,seralia,breakfast
728,Gado-Gado Daun Singkong,"Daun singkong, Kentang, Telur ayam",70.0,90,3000,300,13000.0,1000,25,30.0,0.8,3,18.0,0.13,0.8,10.0,7000,gurih,sayur,"dinner, lunch"
729,Bubur Sagu Kasbi Telur Puyuh,"Sagu kasbi, Telur burung puyuh",65.0,120,4000,400,22000.0,600,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,seralia,breakfast
730,Sup Daun Katuk Daging Ayam,"Daun katuk, Daging ayam",75.0,80,4000,300,10000.0,1300,20,22.0,0.6,2,12.0,0.12,0.6,7.0,5000,gurih,sayur,"dinner, lunch"
731,Nasi Jampang Huma,"Beras, Jampang huma",62.0,120,2000,300,24000.0,600,15,28.0,0.4,2,15.0,0.11,0.5,0.0,4000,gurih,seralia,"dinner, lunch"
732,Bubur Arrowroot Telur Ayam,"Arrowroot, Telur ayam kampung",70.0,110,4000,300,20000.0,700,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,seralia,"breakfast, dinner, lunch"
733,Nasi Kentang Daging Sapi,"Beras, Kentang, Daging sapi",60.0,180,5500,600,30000.0,500,18,36.0,0.4,2,30.0,0.12,0.6,0.0,5200,gurih,seralia,"dinner, lunch"
734,Bubur Gadung Telur Bebek,"Gadung, Telur bebek",65.0,120,3500,500,22000.0,600,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,seralia,"breakfast, dinner, lunch"
735,Sate Daging Ayam Jawawut,"Daging ayam, Jawawut",55.0,130,5000,600,18000.0,400,15,28.0,0.4,2,15.0,0.11,0.5,0.0,7000,gurih,daging,"dinner, lunch"
736,Bubur Gembili Telur Ayam,"Gembili, Telur ayam kampung",70.0,110,3000,300,18000.0,700,13,25.0,0.3,2,13.0,0.1,0.5,0.0,3500,gurih,seralia,"breakfast, dinner, lunch"
737,Nasi Sagu Daging Kambing,"Sagu aren, Beras, Daging kambing",58.0,170,5000,600,29000.0,400,18,35.0,0.5,2,27.0,0.12,0.6,0.0,5200,gurih,seralia,"dinner, lunch"
738,Sup Daun Kelor Daging Sapi,"Daun kelor, Daging sapi",75.0,90,5000,400,10000.0,1200,20,22.0,0.6,2,12.0,0.12,0.6,7.0,7000,gurih,sayur,"dinner, lunch"
739,Bubur Talas Bengkuang,"Talas, Bengkuang",70.0,100,2000,200,20000.0,700,13,24.0,0.3,2,13.0,0.1,0.5,0.0,3500,gurih,seralia,breakfast
740,Nasi Batatas Kelapa Daging Sapi,"Beras, Batatas kelapa, Daging sapi",62.0,170,5000,800,30000.0,500,21,40.0,0.6,2,29.0,0.12,0.6,0.0,5200,gurih,seralia,"dinner, lunch"
741,Sate Daging Itik Ubi Jalar,"Daging itik, Ubi jalar kuning",55.0,150,6000,600,20000.0,400,15,28.0,0.4,2,15.0,0.11,0.5,0.0,7000,gurih,daging,"dinner, lunch"
742,Bubur Ganyong Telur Ayam,"Ganyong, Telur ayam kampung",70.0,110,3000,300,18000.0,700,13,25.0,0.3,2,13.0,0.1,0.5,0.0,3500,gurih,seralia,"breakfast, dinner, lunch"
743,Nasi Kentang Daging Kuda,"Beras, Kentang, Daging kuda",60.0,180,5500,600,30000.0,500,18,36.0,0.4,2,30.0,0.12,0.6,0.0,5200,gurih,seralia,"dinner, lunch"
744,Bubur Arrowroot Telur Bebek,"Arrowroot, Telur bebek",70.0,110,4000,300,20000.0,700,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,seralia,"breakfast, dinner, lunch"
745,Gado-Gado Daun Katuk Telur Ayam,"Daun katuk, Kentang, Telur ayam",70.0,90,3000,300,13000.0,1000,25,30.0,0.8,3,18.0,0.13,0.8,10.0,8000,gurih,sayur,"dinner, lunch"
746,Nasi Jagung Daging Ayam,"Beras, Jagung muda rebus, Daging ayam",54.7,200,6000,700,33000.0,400,20,44.0,0.5,2,33.0,0.13,0.7,0.0,5000,gurih,seralia,"dinner, lunch"
747,Bubur Singkong Telur Puyuh,"Singkong, Telur burung puyuh",63.0,140,4500,500,28000.0,700,18,32.0,0.5,2,22.0,0.11,0.7,0.0,3500,gurih,seralia,breakfast
748,Sup Daun Katuk Daging Sapi,"Daun katuk, Daging sapi",75.0,90,5000,400,10000.0,1200,20,22.0,0.6,2,12.0,0.12,0.6,7.0,7000,gurih,sayur,"dinner, lunch"
749,Bubur Talas Batatas Kelapa,"Talas, Batatas kelapa",70.0,100,2000,200,20000.0,700,13,24.0,0.3,2,13.0,0.1,0.5,0.0,3500,gurih,seralia,breakfast
